account_id,snapshot_month,account_status,api_calls_latest,api_mom_pct,api_3m_pct,seat_utilization,credit_utilization,status_sort,recommended_action
ACC_0695,2026-08-01,Healthy,35782,0.215,0.747,0.686,0.758,4,Monitor - no action required
ACC_0696,2026-08-01,Healthy,8865,0.287,0.19,0.5,0.49,4,Monitor - no action required
ACC_0697,2026-08-01,Healthy,178402,-0.219,-0.019,0.949,0.958,4,Monitor - no action required
ACC_0698,2026-08-01,Healthy,638353,0.303,0.802,0.504,0.39,4,Monitor - no action required
ACC_0699,2026-08-01,Healthy,286491,0.114,0.57,0.735,0.509,4,Monitor - no action required
ACC_0700,2026-08-01,Healthy,4055,-0.123,-0.107,0.5,0.57,4,Monitor - no action required
ACC_0701,2026-08-01,Expansion Opportunity,57497,0.368,0.954,0.917,0.637,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0702,2026-08-01,Healthy,29537,-0.091,-0.075,0.691,1.16,4,Monitor - no action required
ACC_0703,2026-08-01,Healthy,37935,0.205,0.173,0.654,0.605,4,Monitor - no action required
ACC_0704,2026-08-01,Expansion Opportunity,26858,0.091,1.002,1.0,0.706,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0705,2026-08-01,Healthy,4597,0.063,0.033,1.0,0.484,4,Monitor - no action required
ACC_0706,2026-08-01,Healthy,113167,-0.048,0.007,0.872,0.44,4,Monitor - no action required
ACC_0707,2026-08-01,Healthy,257139,0.099,-0.017,0.813,0.936,4,Monitor - no action required
ACC_0708,2026-08-01,Expansion Opportunity,10210,0.125,0.57,0.8,0.494,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0709,2026-08-01,Healthy,89949,0.276,0.201,0.529,0.76,4,Monitor - no action required
ACC_0710,2026-08-01,Churn Risk,32096,-0.498,-0.885,0.099,0.143,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0711,2026-08-01,Healthy,164351,0.17,-0.031,0.957,0.666,4,Monitor - no action required
ACC_0712,2026-08-01,Expansion Opportunity,40898,0.291,0.735,1.0,1.102,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0713,2026-08-01,Churn Risk,906,-0.489,-0.863,0.1,0.092,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0714,2026-08-01,Churn Risk,24565,-0.442,-0.842,0.117,0.085,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0715,2026-08-01,Healthy,88133,0.323,0.995,0.641,0.43,4,Monitor - no action required
ACC_0716,2026-08-01,Churn Risk,1157,-0.434,-0.868,0.167,0.048,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0717,2026-08-01,Healthy,49372,0.332,-0.011,0.795,0.54,4,Monitor - no action required
ACC_0718,2026-08-01,Churn Risk,15508,-0.516,-0.873,0.107,0.066,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0719,2026-08-01,Healthy,123598,0.111,0.071,0.566,0.491,4,Monitor - no action required
ACC_0720,2026-08-01,Healthy,8540,0.382,0.691,0.542,0.319,4,Monitor - no action required
ACC_0721,2026-08-01,Healthy,12697,0.099,0.366,0.529,0.465,4,Monitor - no action required
ACC_0722,2026-08-01,Healthy,39315,0.186,0.769,0.58,0.803,4,Monitor - no action required
ACC_0723,2026-08-01,Low Adoption,27740,-0.037,-0.107,0.467,0.577,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0724,2026-08-01,Expansion Opportunity,126218,0.169,0.291,0.933,1.023,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0725,2026-08-01,Healthy,339311,-0.128,-0.114,0.82,0.728,4,Monitor - no action required
ACC_0726,2026-08-01,Healthy,41003,-0.157,-0.21,0.516,0.513,4,Monitor - no action required
ACC_0727,2026-08-01,Healthy,4031,-0.17,-0.033,0.533,0.47,4,Monitor - no action required
ACC_0728,2026-08-01,Healthy,18758,-0.238,-0.129,0.972,0.438,4,Monitor - no action required
ACC_0729,2026-08-01,Low Adoption,88580,0.224,1.017,0.446,0.823,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0730,2026-08-01,Healthy,107275,0.156,0.839,0.685,0.611,4,Monitor - no action required
ACC_0731,2026-08-01,Low Adoption,16661,-0.049,-0.15,0.429,0.468,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0732,2026-08-01,Healthy,31685,0.23,0.731,0.548,0.781,4,Monitor - no action required
ACC_0733,2026-08-01,Expansion Opportunity,30769,0.049,0.864,0.677,1.176,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0734,2026-08-01,Churn Risk,838,-0.5,-0.885,0.071,0.063,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0735,2026-08-01,Healthy,253778,0.251,0.982,0.503,0.453,4,Monitor - no action required
ACC_0736,2026-08-01,Low Adoption,130199,0.04,0.05,0.468,0.633,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0737,2026-08-01,Churn Risk,42236,-0.569,-0.874,0.071,0.057,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0738,2026-08-01,Healthy,84892,0.254,0.602,0.65,0.402,4,Monitor - no action required
ACC_0739,2026-08-01,Churn Risk,337,-0.501,-0.848,0.083,0.041,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0740,2026-08-01,Churn Risk,272,-0.486,-0.832,0.083,0.13,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0741,2026-08-01,Healthy,30369,0.327,0.369,0.667,0.663,4,Monitor - no action required
ACC_0742,2026-08-01,Churn Risk,2434,-0.439,-0.877,0.053,0.056,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0743,2026-08-01,Healthy,95214,-0.101,-0.07,0.652,0.37,4,Monitor - no action required
ACC_0744,2026-08-01,Healthy,38897,0.222,0.68,0.567,0.488,4,Monitor - no action required
ACC_0745,2026-08-01,Healthy,142223,0.345,0.692,0.725,0.469,4,Monitor - no action required
ACC_0746,2026-08-01,Churn Risk,618,-0.516,-0.882,0.143,0.043,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0747,2026-08-01,Healthy,4549,0.073,0.144,1.0,0.555,4,Monitor - no action required
ACC_0748,2026-08-01,Healthy,11351,0.064,-0.041,0.511,0.529,4,Monitor - no action required
ACC_0749,2026-08-01,Churn Risk,1136,-0.502,-0.855,0.037,0.044,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0750,2026-08-01,Churn Risk,797,-0.531,-0.881,0.048,0.048,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0751,2026-08-01,Healthy,3898,-0.044,-0.017,0.5,0.431,4,Monitor - no action required
ACC_0752,2026-08-01,Low Adoption,6610,-0.07,-0.14,0.4,0.433,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0753,2026-08-01,Churn Risk,609,-0.495,-0.891,0.091,0.058,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0754,2026-08-01,Churn Risk,1250,-0.546,-0.876,0.059,0.048,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0755,2026-08-01,Healthy,5844,0.126,0.227,0.545,0.504,4,Monitor - no action required
ACC_0756,2026-08-01,Healthy,142010,0.118,0.026,0.545,0.404,4,Monitor - no action required
ACC_0757,2026-08-01,Expansion Opportunity,4943,0.102,0.472,0.826,0.346,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0758,2026-08-01,Healthy,5220,0.004,-0.255,1.0,0.605,4,Monitor - no action required
ACC_0759,2026-08-01,Healthy,5045,-0.032,-0.009,0.929,0.398,4,Monitor - no action required
ACC_0760,2026-08-01,Churn Risk,23338,-0.48,-0.869,0.078,0.068,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0761,2026-08-01,Healthy,38060,0.075,-0.017,0.85,0.539,4,Monitor - no action required
ACC_0762,2026-08-01,Healthy,223501,0.287,0.142,1.0,0.456,4,Monitor - no action required
ACC_0763,2026-08-01,Healthy,6408,-0.011,0.13,0.8,0.653,4,Monitor - no action required
ACC_0764,2026-08-01,Healthy,45350,-0.041,0.116,0.767,0.383,4,Monitor - no action required
ACC_0765,2026-08-01,Low Adoption,101641,0.039,0.012,0.471,0.459,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0766,2026-08-01,Churn Risk,9399,-0.5,-0.864,0.057,0.049,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0767,2026-08-01,Healthy,59445,0.103,0.788,0.648,0.864,4,Monitor - no action required
ACC_0768,2026-08-01,Low Adoption,3804,-0.184,-0.167,0.438,0.339,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0769,2026-08-01,Healthy,696314,0.241,0.738,0.566,0.726,4,Monitor - no action required
ACC_0770,2026-08-01,Healthy,38771,-0.281,0.003,0.891,0.673,4,Monitor - no action required
ACC_0771,2026-08-01,Low Adoption,22839,-0.063,0.102,0.44,0.657,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0772,2026-08-01,Expansion Opportunity,70106,0.221,0.553,0.917,1.176,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0773,2026-08-01,Churn Risk,5546,-0.526,-0.864,0.064,0.091,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0774,2026-08-01,Churn Risk,42761,-0.422,-0.856,0.081,0.065,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0775,2026-08-01,Churn Risk,3118,-0.443,-0.886,0.069,0.119,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0776,2026-08-01,Healthy,256674,0.312,0.758,0.744,0.645,4,Monitor - no action required
ACC_0777,2026-08-01,Low Adoption,5103,-0.012,-0.037,0.444,0.363,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0778,2026-08-01,Healthy,5337,0.202,0.463,0.667,0.526,4,Monitor - no action required
ACC_0779,2026-08-01,Expansion Opportunity,37243,0.038,0.436,1.0,0.513,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0780,2026-08-01,Churn Risk,651,-0.481,-0.863,0.053,0.09,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0781,2026-08-01,Churn Risk,2922,-0.503,-0.853,0.097,0.073,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0782,2026-08-01,Expansion Opportunity,32252,0.053,0.28,0.87,0.832,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0783,2026-08-01,Low Adoption,5664,-0.178,-0.189,0.412,0.34,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0784,2026-08-01,Healthy,5769,0.013,0.369,0.55,0.73,4,Monitor - no action required
ACC_0785,2026-08-01,Low Adoption,2846,-0.248,0.032,0.433,0.334,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0786,2026-08-01,Healthy,56344,0.077,0.01,0.564,1.175,4,Monitor - no action required
ACC_0787,2026-08-01,Healthy,181334,0.108,0.156,0.674,0.476,4,Monitor - no action required
ACC_0788,2026-08-01,Churn Risk,6476,-0.506,-0.886,0.065,0.066,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0789,2026-08-01,Churn Risk,543,-0.546,-0.877,0.167,0.106,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0790,2026-08-01,Expansion Opportunity,436281,0.049,0.571,1.0,0.556,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0791,2026-08-01,Healthy,31129,-0.01,-0.106,0.786,0.561,4,Monitor - no action required
ACC_0792,2026-08-01,Healthy,146106,-0.039,-0.076,0.835,0.98,4,Monitor - no action required
ACC_0793,2026-08-01,Churn Risk,26350,-0.462,-0.86,0.08,0.084,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0794,2026-08-01,Churn Risk,586,-0.513,-0.874,0.043,0.048,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0795,2026-08-01,Churn Risk,40701,-0.557,-0.876,0.107,0.156,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0796,2026-08-01,Churn Risk,28703,-0.453,-0.885,0.06,0.081,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0797,2026-08-01,Churn Risk,521,-0.493,-0.858,0.125,0.061,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0798,2026-08-01,Healthy,4025,-0.266,-0.106,0.545,0.359,4,Monitor - no action required
ACC_0799,2026-08-01,Churn Risk,4785,-0.548,-0.872,0.058,0.056,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0800,2026-08-01,Healthy,97870,0.185,-0.092,1.0,0.642,4,Monitor - no action required
ACC_0801,2026-08-01,Healthy,4948,0.214,0.054,0.75,1.0,4,Monitor - no action required
ACC_0802,2026-08-01,Healthy,2859,-0.015,-0.157,0.545,0.4,4,Monitor - no action required
ACC_0803,2026-08-01,Healthy,32336,0.128,0.886,0.693,0.683,4,Monitor - no action required
ACC_0804,2026-08-01,Healthy,27692,0.113,0.188,0.729,0.492,4,Monitor - no action required
ACC_0805,2026-08-01,Expansion Opportunity,29529,0.381,0.693,0.8,0.506,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0806,2026-08-01,Healthy,17657,-0.137,0.046,0.6,0.548,4,Monitor - no action required
ACC_0807,2026-08-01,Churn Risk,868,-0.443,-0.849,0.143,0.048,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0808,2026-08-01,Healthy,191047,-0.119,-0.148,0.771,0.349,4,Monitor - no action required
ACC_0809,2026-08-01,Healthy,10994,-0.022,0.169,0.5,0.616,4,Monitor - no action required
ACC_0810,2026-08-01,Healthy,171296,-0.039,0.024,0.676,0.407,4,Monitor - no action required
ACC_0811,2026-08-01,Expansion Opportunity,8669,0.143,0.585,0.857,0.568,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0812,2026-08-01,Healthy,3456,-0.254,-0.298,0.571,0.821,4,Monitor - no action required
ACC_0813,2026-08-01,Healthy,219483,-0.001,-0.228,0.713,0.621,4,Monitor - no action required
ACC_0814,2026-08-01,Healthy,76663,0.006,-0.131,0.981,0.376,4,Monitor - no action required
ACC_0815,2026-08-01,Healthy,3711,-0.046,-0.088,1.0,0.487,4,Monitor - no action required
ACC_0816,2026-08-01,Churn Risk,877,-0.516,-0.885,0.25,0.071,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0817,2026-08-01,Healthy,327241,-0.057,-0.014,0.841,0.314,4,Monitor - no action required
ACC_0818,2026-08-01,Churn Risk,1186,-0.524,-0.859,0.048,0.095,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0819,2026-08-01,Healthy,10300,0.083,0.749,0.571,0.547,4,Monitor - no action required
ACC_0820,2026-08-01,Churn Risk,546,-0.432,-0.868,0.333,0.051,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0821,2026-08-01,Healthy,24661,-0.036,0.026,0.711,0.836,4,Monitor - no action required
ACC_0822,2026-08-01,Churn Risk,1115,-0.465,-0.865,0.059,0.055,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0823,2026-08-01,Low Adoption,11195,0.141,0.765,0.48,0.545,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0824,2026-08-01,Healthy,141580,0.083,0.097,0.589,0.563,4,Monitor - no action required
ACC_0825,2026-08-01,Churn Risk,3757,-0.552,-0.885,0.115,0.061,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0826,2026-08-01,Churn Risk,2018,-0.459,-0.851,0.103,0.136,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0827,2026-08-01,Churn Risk,562,-0.486,-0.866,0.2,0.057,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0828,2026-08-01,Healthy,260247,-0.16,-0.051,0.903,1.116,4,Monitor - no action required
ACC_0829,2026-08-01,Expansion Opportunity,9301,0.234,0.576,1.0,0.712,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0830,2026-08-01,Healthy,87849,-0.106,-0.013,0.574,0.364,4,Monitor - no action required
ACC_0831,2026-08-01,Healthy,23289,-0.046,-0.047,0.608,0.504,4,Monitor - no action required
ACC_0832,2026-08-01,Healthy,31877,0.103,0.135,0.646,0.589,4,Monitor - no action required
ACC_0833,2026-08-01,Healthy,530417,0.165,0.531,0.684,0.749,4,Monitor - no action required
ACC_0834,2026-08-01,Low Adoption,237550,0.208,0.175,0.472,0.519,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0835,2026-08-01,Churn Risk,490,-0.511,-0.859,0.083,0.131,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0836,2026-08-01,Healthy,2651,0.072,0.18,0.556,0.564,4,Monitor - no action required
ACC_0837,2026-08-01,Healthy,4847,-0.3,-0.346,0.833,0.379,4,Monitor - no action required
ACC_0838,2026-08-01,Healthy,215822,0.148,0.019,0.665,1.176,4,Monitor - no action required
ACC_0839,2026-08-01,Low Adoption,3635,-0.17,-0.019,0.455,0.292,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0840,2026-08-01,Healthy,5777,-0.02,0.014,0.818,0.527,4,Monitor - no action required
ACC_0841,2026-08-01,Healthy,16487,0.188,0.017,0.8,0.442,4,Monitor - no action required
ACC_0842,2026-08-01,Churn Risk,44335,-0.477,-0.851,0.113,0.087,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0843,2026-08-01,Low Adoption,46378,0.062,-0.121,0.479,0.365,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0844,2026-08-01,Healthy,112551,0.084,0.109,1.0,0.367,4,Monitor - no action required
ACC_0845,2026-08-01,Low Adoption,6371,-0.009,-0.288,0.4,0.324,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0846,2026-08-01,Healthy,23286,0.039,-0.061,0.594,0.469,4,Monitor - no action required
ACC_0847,2026-08-01,Healthy,132203,0.14,0.062,0.512,0.427,4,Monitor - no action required
ACC_0848,2026-08-01,Expansion Opportunity,7975,0.161,0.643,0.7,1.177,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0849,2026-08-01,Churn Risk,570,-0.528,-0.867,0.071,0.069,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0850,2026-08-01,Healthy,7760,0.157,0.121,1.0,0.59,4,Monitor - no action required
ACC_0851,2026-08-01,Expansion Opportunity,609028,0.257,0.85,0.66,1.176,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0852,2026-08-01,Low Adoption,187889,0.079,0.128,0.394,0.586,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0853,2026-08-01,Healthy,4573,0.172,0.664,0.667,0.725,4,Monitor - no action required
ACC_0854,2026-08-01,Healthy,4526,0.031,-0.095,0.667,0.563,4,Monitor - no action required
ACC_0855,2026-08-01,Churn Risk,18458,-0.434,-0.87,0.081,0.047,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0856,2026-08-01,Healthy,38602,-0.017,-0.133,0.881,0.62,4,Monitor - no action required
ACC_0857,2026-08-01,Churn Risk,5694,-0.565,-0.881,0.072,0.048,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0858,2026-08-01,Churn Risk,490,-0.506,-0.901,0.059,0.036,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0859,2026-08-01,Churn Risk,570,-0.477,-0.876,0.111,0.038,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0860,2026-08-01,Low Adoption,33341,-0.064,-0.048,0.483,0.465,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0861,2026-08-01,Healthy,6781,0.092,-0.086,0.667,0.578,4,Monitor - no action required
ACC_0862,2026-08-01,Healthy,46526,0.244,0.106,0.7,0.475,4,Monitor - no action required
ACC_0863,2026-08-01,Healthy,71331,-0.154,-0.128,0.658,0.476,4,Monitor - no action required
ACC_0864,2026-08-01,Healthy,46195,0.204,1.083,0.797,0.438,4,Monitor - no action required
ACC_0865,2026-08-01,Healthy,227315,-0.149,0.126,0.749,1.051,4,Monitor - no action required
ACC_0866,2026-08-01,Healthy,206174,0.222,0.874,0.602,0.781,4,Monitor - no action required
ACC_0867,2026-08-01,Churn Risk,727,-0.559,-0.858,0.077,0.059,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0868,2026-08-01,Healthy,5635,-0.102,-0.182,0.5,0.494,4,Monitor - no action required
ACC_0869,2026-08-01,Churn Risk,776,-0.536,-0.878,0.059,0.049,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0870,2026-08-01,Healthy,8401,0.11,0.583,0.667,0.806,4,Monitor - no action required
ACC_0871,2026-08-01,Healthy,30232,0.223,0.185,0.571,0.826,4,Monitor - no action required
ACC_0872,2026-08-01,Healthy,17908,-0.259,0.0,0.732,0.403,4,Monitor - no action required
ACC_0873,2026-08-01,Low Adoption,2949,0.115,-0.126,0.476,0.436,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0874,2026-08-01,Healthy,23040,-0.113,-0.091,0.674,0.524,4,Monitor - no action required
ACC_0875,2026-08-01,Healthy,22005,-0.068,0.108,0.75,0.722,4,Monitor - no action required
ACC_0876,2026-08-01,Healthy,194517,0.253,1.021,0.63,0.327,4,Monitor - no action required
ACC_0877,2026-08-01,Low Adoption,7698,-0.076,0.182,0.429,0.491,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0878,2026-08-01,Healthy,271559,-0.097,0.054,0.858,0.378,4,Monitor - no action required
ACC_0879,2026-08-01,Healthy,192744,0.113,-0.16,0.529,0.382,4,Monitor - no action required
ACC_0880,2026-08-01,Churn Risk,32930,-0.513,-0.858,0.114,0.109,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0881,2026-08-01,Expansion Opportunity,57467,0.197,0.479,0.926,0.548,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0882,2026-08-01,Healthy,245238,-0.155,-0.025,0.534,0.867,4,Monitor - no action required
ACC_0883,2026-08-01,Churn Risk,1448,-0.498,-0.868,0.053,0.048,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0884,2026-08-01,Churn Risk,969,-0.537,-0.896,0.2,0.043,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0885,2026-08-01,Healthy,43751,-0.104,-0.129,0.75,0.314,4,Monitor - no action required
ACC_0886,2026-08-01,Healthy,168800,0.138,0.321,0.672,0.47,4,Monitor - no action required
ACC_0887,2026-08-01,Healthy,7426,-0.265,-0.006,0.636,0.366,4,Monitor - no action required
ACC_0888,2026-08-01,Healthy,27948,0.192,-0.111,0.723,0.48,4,Monitor - no action required
ACC_0889,2026-08-01,Churn Risk,40970,-0.492,-0.89,0.063,0.059,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0890,2026-08-01,Healthy,10662,0.205,0.899,0.684,0.802,4,Monitor - no action required
ACC_0891,2026-08-01,Healthy,734007,0.267,0.664,0.634,0.481,4,Monitor - no action required
ACC_0892,2026-08-01,Churn Risk,13640,-0.513,-0.883,0.069,0.073,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0893,2026-08-01,Healthy,15387,-0.025,-0.034,0.588,0.375,4,Monitor - no action required
ACC_0894,2026-08-01,Churn Risk,4845,-0.51,-0.859,0.092,0.082,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0895,2026-08-01,Churn Risk,984,-0.567,-0.895,0.056,0.056,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0896,2026-08-01,Low Adoption,361730,0.008,-0.029,0.385,0.606,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0897,2026-08-01,Healthy,40205,0.196,0.501,0.6,0.463,4,Monitor - no action required
ACC_0898,2026-08-01,Churn Risk,17367,-0.52,-0.88,0.075,0.066,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0899,2026-08-01,Healthy,30185,0.094,-0.183,0.641,0.609,4,Monitor - no action required
ACC_0900,2026-08-01,Healthy,130993,0.089,-0.036,0.715,1.113,4,Monitor - no action required
ACC_0901,2026-08-01,Healthy,57582,-0.052,0.144,0.576,0.463,4,Monitor - no action required
ACC_0902,2026-08-01,Churn Risk,43670,-0.459,-0.862,0.071,0.106,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0903,2026-08-01,Expansion Opportunity,11241,0.326,0.931,0.95,0.438,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0904,2026-08-01,Churn Risk,4169,-0.513,-0.867,0.071,0.06,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0905,2026-08-01,Churn Risk,586,-0.419,-0.879,0.125,0.055,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0906,2026-08-01,Expansion Opportunity,88825,0.18,0.654,1.0,0.764,2,Sales: propose seat / tier upgrade before credit overage or seat cap is hit
ACC_0907,2026-08-01,Healthy,5590,-0.229,-0.234,1.0,0.699,4,Monitor - no action required
ACC_0908,2026-08-01,Churn Risk,1104,-0.514,-0.865,0.333,0.121,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0909,2026-08-01,Churn Risk,24511,-0.517,-0.878,0.112,0.07,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0910,2026-08-01,Healthy,448085,0.222,0.907,0.705,0.442,4,Monitor - no action required
ACC_0911,2026-08-01,Low Adoption,8334,0.215,-0.083,0.429,0.644,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0912,2026-08-01,Healthy,64640,0.118,0.565,0.729,0.509,4,Monitor - no action required
ACC_0913,2026-08-01,Healthy,16466,0.067,0.189,0.771,0.58,4,Monitor - no action required
ACC_0914,2026-08-01,Healthy,139847,-0.26,-0.249,0.812,0.341,4,Monitor - no action required
ACC_0915,2026-08-01,Churn Risk,668,-0.542,-0.89,0.083,0.041,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0916,2026-08-01,Healthy,318421,-0.012,-0.026,0.602,1.082,4,Monitor - no action required
ACC_0917,2026-08-01,Churn Risk,38314,-0.443,-0.848,0.096,0.103,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0918,2026-08-01,Healthy,4623,-0.059,-0.084,1.0,0.366,4,Monitor - no action required
ACC_0919,2026-08-01,Low Adoption,105630,-0.023,0.109,0.444,0.882,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0920,2026-08-01,Healthy,19850,0.185,0.087,0.543,0.434,4,Monitor - no action required
ACC_0921,2026-08-01,Healthy,19814,-0.013,-0.201,0.821,0.359,4,Monitor - no action required
ACC_0922,2026-08-01,Churn Risk,39079,-0.436,-0.873,0.071,0.058,1,CSM outreach within 7 days; run adoption health check and executive sponsor call
ACC_0923,2026-08-01,Healthy,8936,0.028,-0.217,1.0,0.388,4,Monitor - no action required
ACC_0924,2026-08-01,Healthy,169957,-0.061,-0.089,0.675,1.065,4,Monitor - no action required
ACC_0925,2026-08-01,Healthy,32731,-0.082,-0.128,0.568,0.615,4,Monitor - no action required
ACC_0926,2026-08-01,Healthy,20640,0.302,-0.072,0.66,0.54,4,Monitor - no action required
ACC_0927,2026-08-01,Low Adoption,219511,0.11,0.135,0.466,0.687,3,Customer Success: enablement session and onboarding refresh to lift active seats
ACC_0928,2026-08-01,Healthy,86423,0.063,-0.198,0.604,0.574,4,Monitor - no action required
ACC_0929,2026-08-01,Healthy,26446,-0.166,-0.205,0.708,0.569,4,Monitor - no action required
